item,itemLabel,startDate,endDate,psid
Q13028032,Игорь Анатольевич Шуневич,2012-05-11,2019-06-10,Q13028032-460cacb5-44ac-75f1-98ee-5cf400263883
Q2026197,"Сиваков, Юрий Леонидович",1999-02-08,2000-04-21,Q2026197-5b43b199-4c7e-19a2-379c-f09009ebf238
Q2080709,"Кулешов, Анатолий Нилович",2009-06-02,2012-05-11,Q2080709-734d338a-470e-d348-5a67-0b7ef76af58a
Q2468480,"Наумов, Владимир Владимирович",2000-09-25,2009-04-04,Q2468480-ae17da17-4e97-f6a0-71c0-194472146ef2
Q6549746,Юрий Хаджимуратович Караев,2019-06-11,2020-10-29,Q6549746-43b3fd2f-4aa5-b7e4-2ad1-6cc4aa371d1d
Q98831330,"Кубраков, Иван Владимирович",2020-10-29,,Q98831330-1219F1D5-BFBD-45D4-9E87-6E5159929F12
