item,itemLabel,startDate,endDate,psid
Q13028926,Валерый Іосіфавіч Варанецкі,2016-10-11,2019-12-06,Q13028926-320893C6-9E32-4C73-8BCB-4827E554DC0C
Q14394031,Уладзімір Аляксандравіч Базанаў,2016-10-11,2019-12-06,Q14394031-A4C5C737-95FB-4B0B-A3C0-CB5CB1789261
Q14422105,Мікалай Фёдаравіч Рассоха,2016-10-11,2019-12-06,Q14422105-D0AE77AD-05DE-4C16-9FE6-F3368EAE5B09
Q14918190,Наталля Анатольеўна Клімовіч,2016-10-11,2019-12-06,Q14918190-ED6CB507-262B-4657-B220-7B96335CED2F
Q2029677,Уладзімір Паўлавіч Андрэйчанка,2008-10-27,,Q2029677-34663a6b-4de2-0e10-0201-0d4d65bcb3f1
Q20972322,Мікалай Дзмітрыевіч Улаховіч,2016-10-11,2019-12-06,Q20972322-AB8FC38F-3E94-4760-89B7-A72689E510B6
Q256650,Ірына Дарафеева,2016-10-11,2019-12-06,Q256650-ec19153f-4d80-6603-702b-80e2344f8056
Q26897630,Алена Мікалаеўна Анісім,2016-10-11,2019-12-06,Q26897630-348C884E-7200-461D-8ED7-8697572876CD
Q26897633,Валерый Анатольевіч Барадзеня,2016-10-11,2019-12-06,Q26897633-1348ABD6-292B-4426-B5C9-48E919ACA83B
Q26897636,Валерый Уладзіміравіч Гайдукевіч,2016-10-11,2019-12-06,Q26897636-8A5A11E3-4E37-4166-93E4-7E92B7267347
Q26897640,Людміла Анатольеўна Дабрыніна,2016-10-11,2019-12-06,Q26897640-FDE59CBD-2D34-4AC5-BCB9-8CE14AD8778E
Q26897641,Юрый Іванавіч Дарагакупец,2016-10-11,2019-12-06,Q26897641-9E264A60-9041-4FA1-836A-1440AAF7A0D7
Q26897648,Таццяна Пятроўна Кананчук,2016-10-11,2019-12-06,Q26897648-808D8006-4F4F-4B99-ACE5-E03076B2B6D1
