id,position,country,jurisdiction,deputy,list,start,end,before,after,enwiki
Q1049659,President of Belarus,Q184,Q184,,Q6630187,1994,,,,President of Belarus
Q12379704,Prime Minister of Belarus,Q184,Q184,Q18690166,Q143637,,,,,Prime Minister of Belarus
Q18690166,First Deputy Prime Minister of the Republic of Belarus,Q184,Q184,,,,,,,
Q18690228,Deputy Prime Minister of the Republic of Belarus,Q184,Q184,,,,,,,
Q90315932,Minister of Agriculture and Food of the Republic of Belarus,Q184,Q184,,,,,,,
Q106510807,Minister of Antimonopoly Regulation and Trade of the Republic of Belarus,Q184,Q184,,,,,,,
Q13411105,Minister of Architecture and Construction of the Republic of Belarus,Q184,Q184,,,,,,,
Q28598480,Minister of Communications and Informatization of the Republic of Belarus,Q184,Q184,,,,,,,
Q65951150,Minister of Communications of the Republic of Belarus,Q184,Q184,,,,,,,
Q13414824,Minister of Culture of the Republic of Belarus,Q184,Q184,,,,,,,
Q44035369,Defence Minister of Belarus,Q184,Q184,,Q19798331,,,,,
Q81117853,Minister of Economy of the Republic of Belarus,Q184,Q184,,,,,,,
Q106510810,Minister of Emergency Situations of the Republic of Belarus,Q184,Q184,,,,,,,
Q15623461,Minister of Energy,Q184,Q184,,,,,,,
Q106510813,Minister of Finance of the Republic of Belarus,Q184,Q184,,,,,,,
Q2045068,Minister of Foreign Affairs of Belarus,Q184,Q184,,,1990-07-27,,,,
Q106510809,Minister of Forestry of the Republic of Belarus,Q184,Q184,,,,,,,
Q89775465,minister of Health of the Republic of Belarus,Q184,Q184,,,,,,,
Q106510808,Minister of Housing and Communal Services of the Republic of Belarus,Q184,Q184,,,,,,,
Q106508605,Minister of Industry of the Republic of Belarus,Q184,Q184,,,,,,,
Q106399613,Minister of Information of the Republic of Belarus,Q184,Q184,,,,,,,
Q106510814,Minister of Justice of the Republic of Belarus,Q184,Q184,,,,,,,
Q106510812,Minister of Labour and Social Protection of the Republic of Belarus,Q184,Q184,,,,,,,
Q106193915,Minister of Natural Resources and Environmental Protection of the Republic of Belarus,Q184,Q184,,,,,,,
Q26232772,Minister of Sports and Tourism,Q184,Q184,,,,,,,
Q106510811,Minister of Taxes and Duties of the Republic of Belarus,Q184,Q184,,,,,,,
Q60676745,Minister of Transport and Communications of the Republic of Belarus,Q184,Q184,,,,,,,
Q105968427,Deputy Prosecutor General of the Republic of Belarus,Q184,Q184,,,,,,,
Q13410738,Head of the Presidential Administration of Belarus,Q184,Q184,,,,,,,Chief of Staff to the President of Belarus
Q89418084,First Deputy Head of the Belarus President Administration,Q184,,,,,,,,
Q89418948,Head of Bureau for Presidential Affairs of the Republic of Belarus,Q184,,,,,,,,
Q104226809,Assistant to the President of Belarus,Q184,Q184,,,,,,,
Q105968151,Chairman of the Investigative Committee of the Republic of Belarus,Q184,Q184,,,,,,,
Q109657299,Chairperson of the State Authority for Military Industry of the Republic of Belarus,Q184,,,,,,,,
Q56245634,Chairman of the State Border Committee of the Republic of Belarus,,,,,,,,,
Q60676953,Chairman of the State Committee for Standardization of the Republic of Belarus,,,,,,,,,
Q109657317,Chairperson of the State Committee on Science and Technology,Q184,,,,,,,,
Q106328866,chairman of the State Customs Committee of the Republic of Belarus,Q184,Q184,,,,,,,
Q109657173,Chairperson of the State Control Committee of the Republic of Belarus,Q184,,,,,,,,
Q106098761,Chairman of the State Forensic Examination Committee of the Republic of Belarus,Q184,Q184,,,,,,,
Q109657308,Chairperson of the The State Committee on Property of the Republic of Belarus,Q184,,,,,,,,
Q4436588,Chairperson of the State Security Committee of the Republic of Belarus,Q184,Q9291994,,,,,,,
Q109657338,Chairperson of the National Academy of Sciences of Belarus,Q184,,,,,,,,
Q13411096,Chairman of the Council of the Republic of the National Assembly of the Republic of Belarus,Q184,Q184,,,,,,,
Q109657189,Governor of the National Bank of the Republic of Belarus,Q184,,,,,,,,
Q21029743,Chief of the General Staff of the Republic of Belarus,,,,,,,,,
