@@,itemlabel,item,startdate,enddate
+++,Міхаіл Русы,Q3917695,2008-10-27,2012-10-18
+++,Валерый Іваноў,Q3918889,2008-10-27,2012-10-18
+++,Генадзь Давыдзька,Q3919171,2008-10-27,2012-10-18
->,Алег Іванавіч Вялічка->Алег Вялічка,Q41860,2004-11-16->2008-10-27,2012-10-18
+++,Уладзімір Жарэла,Q735582,2008-10-27,2012-10-18
+++,Таццяна Голубева,Q84314157,2008-10-27,2012-10-18
->,Аляксандр Антоненка->Аляксандр Антаненка,Q9144024,2008-10-27,2012-10-18
->,Аляксандр Беляеў->Аляксандр Бяляеў,Q9144028,2008-10-27,2012-10-18
+++,Аляксандр Чыкілеў,Q9144034,2008-10-27,2012-10-18
+++,Аляксандр Юшкевіч,Q9144046,2008-10-27,2012-10-18
+++,Аляксандр Розганаў,Q9144071,2008-10-27,2012-10-18
+++,Аляксандр Шаўко,Q9144081,2008-10-27,2012-10-18
->,Аляксандр Віктаравіч Шацько->Аляксандр Шацько,Q9144082,2004-11->2008-10-27,2012-10->2012-10-18
+++,Аляксандр Высоцкі,Q9144085,2008-10-27,2012-10-18
+++,Аляксандр Зазуля,Q9144087,2008-10-27,2012-10-18
+++,Алег Кот,Q9144779,2008-10-27,2012-10-18
+++,Алег Сакадынец,Q9144786,2008-10-27,2012-10-18
->,Алена Міхайлаўна Дзікавіцкая->Алена Дзікавіцкая,Q9147007,2008-10-27,2012-10-18
+++,Алена Новік,Q9147016,2008-10-27,2012-10-18
+++,Анатолій Глаз,Q9150624,2008-10-27,2012-10-18
+++,Анатоль Паўловіч,Q9150646,2008-10-27,2012-10-18
->,Анфім Іванавіч Міхалевіч->Анфім Міхалевіч,Q9154468,2008-10-27,2012-10-18
+++,Ала Ісачэнка,Q9163305,2008-10-27,2012-10-18
+++,Эдуард Казура,Q9250617,2008-10-27,2012-10-18
->,Піліп Піліпавіч Богуш->Піліп Богуш,Q9259568,2008-10-27,2012-10-18
+++,Галіна Юргялевіч,Q9285366,2008-10-27,2012-10-18
+++,Ганна Лявіцкая,Q9286002,2008-10-27,2012-10-18
+++,Ганна Лаўрукевіч,Q9286056,2008-10-27,2012-10-18
+++,Раіса Ціханская,Q9303271,2008-10-27,2012-10-18
+++,Раман Корап,Q9303797,2008-10-27,2012-10-18
->,Сяргей Міхайлавіч Канопліч->Сяргей Канопліч,Q9336219,2008-10-27,2016-10-11->2012-10-18
+++,Сяргей Крыжэвіч,Q9336221,2008-10-27,2012-10-18
+++,Сяргей Сямашка,Q9336226,2008-10-27,2012-10-18
+++,Святлана Пішч,Q9348619,2008-10-27,2012-10-18
+++,Святлана Сухавей,Q9348621,2008-10-27,2012-10-18
+++,Святлана Шылава,Q9348622,2008-10-27,2012-10-18
->,Таццяна Асмалоўская,Q9353991,2004-11-16->2008-10-27,2012-10-18
+++,Таццяна Філімончык,Q9353994,2008-10-27,2012-10-18
+++,Таццяна Ісачанка,Q9353995,2008-10-27,2012-10-18
+++,Тамара Клебан,Q9355410,2008-10-27,2012-10-18
+++,Тамара Шчэрбачэвіч,Q9355415,2008-10-27,2012-10-18
->,Уладзімiр Адашкевіч->Уладзімір Адашкевіч,Q9367670,2004-11-16->2008-10-27,2012-10-18
->,Уладзімір Батан,Q9367674,2008-11-27->2008-10-27,2012-11-18->2012-10-18
+++,Уладзімір Карпяк,Q9367678,2008-10-27,2012-10-18
+++,Уладзімір Кужанаў,Q9367682,2008-10-27,2012-10-18
+++,Уладзімір Маёраў,Q9367683,2008-10-27,2012-10-18
+++,Уладзімір Майсюк,Q9367684,2008-10-27,2012-10-18
->,Уладзімір Ільіч Міхасёў->Уладзімір Міхасёў,Q9367686,2008-10-27,2012-10-18
+++,Уладзімір Пятровіч,Q9367689,2008-10-27,2012-10-18
+++,Уладзімір Скавародка,Q9367690,2008-10-27,2012-10-18
+++,Уладзімір Сінякоў,Q9367691,2008-10-27,2012-10-18
+++,Уладзімір Васіленка,Q9367697,2008-10-27,2012-10-18
+++,Уладзімір Здановіч,Q9367702,2008-10-27,2012-10-18
+++,Валянціна Кавалёва,Q9370083,2008-10-27,2012-10-18
+++,Валянціна Леаненка,Q9370084,2008-10-27,2012-10-18
+++,Валянціна Лукашонак,Q9370086,2008-10-27,2012-10-18
->,Валянціна Іосіфаўна Жураўская->Валянціна Жураўская,Q9370087,2008-10-27,2016-10-11->2012-10-18
+++,Валянціна Лузіна,Q9370088,2008-10-27,2012-10-18
->,Васіль Байкоў,Q9371377,2008-11-27->2008-10-27,2012-11-18->2012-10-18
+++,Васіль Гур’янаў,Q9371380,2008-10-27,2012-10-18
+++,Васіль Люцікаў,Q9371382,2008-10-27,2012-10-18
+++,Васіль Сцяпура,Q9371384,2008-10-27,2012-10-18
+++,Васіль Вусік,Q9371387,2008-10-27,2012-10-18
+++,Віктар Аўчыннікаў,Q9373947,2008-10-27,2012-10-18
+++,Віктар Гумінскі,Q9373951,2008-10-27,2012-10-18
+++,Віктар Талкачоў,Q9373957,2008-10-27,2012-10-18
+++,Віталь Бусько,Q9375489,2008-10-27,2012-10-18
+++,Зінаіда Мандроўская,Q9391301,2008-10-27,2012-10-18
+++,Ларыса Багдановіч,Q9394017,2008-10-27,2012-10-18
+++,Ларыса Кузняцова,Q9394018,2008-10-27,2012-10-18
+++,Ларыса Вершаловіч,Q9394020,2008-10-27,2012-10-18
