item,itemLabel,startDate,endDate
Q19772421,Пётр Рыгоравіч Чавус,1991-12,1992-04
Q2579664,Павел Паўлавіч Казлоўскі,1992-04,1994-07
Q19772407,Анатоль Іванавіч Касценка,1994-07-28,1995-06-06
Q1354620,Леанід Сямёнавіч Мальцаў,1995-10-10,1996-11-01
Q19772422,Аляксандр Пятровіч Чумакоў,1996-11-01,2001-03-28
Q1354620,Леанід Сямёнавіч Мальцаў,2001-09-24,2009-12-04
Q2026243,Юрый Віктаравіч Жадобін,2009-12-04,2014-11-25
Q18613590,Андрэй Аляксеевіч Раўкоў,2014-11-25,2020-01-20
Q83283317,Віктар Генадзевіч Хрэнін,2020-01-20,
